COUNT;HORN RULES (filtered)
1/72;Nord Amerika & kvinne & modell ---> FALSE
1/72;Oslo & Afrika & kvinne ---> FALSE
1/72;Oslo & advokat ---> FALSE
1/72;Tromsø & kvinne & advokat ---> FALSE
1/72;frisør & Oslo & Europa & kvinne & eldre enn 60 ---> FALSE
1/72;frisør & Ålesund & mann & mellom 50 og 60 ---> FALSE
1/72;kvinne & mellom 50 og 60 & modell ---> FALSE
1/72;mellom 20 og 30 & Stavanger & mann & rørlegger ---> FALSE
1/72;mellom 20 og 30 & Tromsø & Afrika & kvinne & modell ---> FALSE
1/72;mellom 20 og 30 & sykepleier & Tromsø & Asia & mann ---> FALSE
1/72;Ålesund & Europa & kvinne ---> FALSE
1/72;Ålesund & Sør Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/72;Asia & rørlegger ---> Tromsø
1/72;Asia & rørlegger ---> mann
1/72;Asia & rørlegger ---> mellom 30 og 40
1/72;Bergen & Sør Amerika & kvinne ---> forfatter
1/72;Bergen & Sør Amerika & kvinne ---> mellom 20 og 30
1/72;Bergen & kvinne & eldre enn 60 ---> Afrika
1/72;Bergen & kvinne & eldre enn 60 ---> sykepleier
1/72;Bodø & mellom 50 og 60 ---> Nord Amerika
1/72;Bodø & mellom 50 og 60 ---> forfatter
1/72;Bodø & mellom 50 og 60 ---> kvinne
1/72;Nord Amerika & elektriker ---> Bodø
1/72;Nord Amerika & elektriker ---> mann
1/72;Nord Amerika & elektriker ---> mellom 20 og 30
1/72;Nord Amerika & kvinne & rørlegger ---> Stavanger
1/72;Nord Amerika & kvinne & rørlegger ---> mellom 40 og 50
1/72;Oslo & rørlegger ---> Nord Amerika
1/72;Oslo & rørlegger ---> mann
1/72;Oslo & rørlegger ---> mellom 50 og 60
1/72;Stavanger & rørlegger ---> kvinne
1/72;forfatter & Bergen & mann ---> Asia
1/72;forfatter & Bergen & mann ---> yngre enn 20
1/72;forfatter & Bodø & mann ---> Australia
1/72;forfatter & Bodø & mann ---> mellom 40 og 50
1/72;fotograf & Asia & mann ---> eldre enn 60
1/72;fotograf & Asia & mann ---> Ålesund
1/72;fotograf & Nord Amerika & mann ---> eldre enn 60
1/72;frisør & Trondheim & mann ---> Australia
1/72;frisør & Trondheim & mann ---> eldre enn 60
1/72;frisør & Ålesund ---> Australia
1/72;kvinne & mellom 40 og 50 & rørlegger ---> Nord Amerika
1/72;mellom 20 og 30 & Trondheim ---> mann
1/72;mellom 30 og 40 & Afrika ---> Bergen
1/72;mellom 30 og 40 & Afrika ---> modell
1/72;mellom 30 og 40 & kvinne ---> Bergen
1/72;sykepleier & Afrika ---> kvinne
1/72;Kristiansand & Sør Amerika & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/72;Trondheim & Sør Amerika & mann & advokat ---> FALSE
1/72;forfatter & Oslo & mann ---> FALSE
1/72;fotograf & Stavanger & mann & mellom 40 og 50 ---> FALSE
1/72;fotograf & mellom 30 og 40 & Bodø & Australia & mann ---> FALSE
1/72;frisør & Stavanger & mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/72;mellom 20 og 30 & forfatter & Ålesund & mann ---> FALSE
1/72;mellom 20 og 30 & sykepleier & Oslo & mann ---> FALSE
1/72;sykepleier & Trondheim & mellom 30 og 40 & Sør Amerika & mann ---> FALSE
1/72;Bergen & mellom 50 og 60 ---> Afrika
1/72;Bergen & mellom 50 og 60 ---> fotograf
1/72;Bergen & mellom 50 og 60 ---> kvinne
1/72;Kristiansand & elektriker ---> mann
1/72;Oslo & Afrika & kvinne ---> sykepleier
1/72;Stavanger & Europa ---> advokat
1/72;Stavanger & Europa ---> eldre enn 60
1/72;Stavanger & Europa ---> mann
1/72;Sør Amerika & mellom 40 og 50 ---> Stavanger
1/72;Sør Amerika & mellom 40 og 50 ---> rørlegger
1/72;Tromsø & elektriker ---> Australia
1/72;Tromsø & elektriker ---> eldre enn 60
1/72;Tromsø & elektriker ---> mann
1/72;forfatter & Stavanger & mann ---> Sør Amerika
1/72;fotograf & Stavanger & mann ---> eldre enn 60
1/72;fotograf & Tromsø ---> kvinne
1/72;kvinne & mellom 40 og 50 & rørlegger ---> Sør Amerika
1/72;mellom 30 og 40 & kvinne & rørlegger ---> Kristiansand
1/72;sykepleier & eldre enn 60 ---> kvinne
1/72;Ålesund & Sør Amerika ---> elektriker
1/72;Ålesund & Sør Amerika ---> mann
1/72;Ålesund & Sør Amerika ---> yngre enn 20
1/72;Bodø & Afrika ---> FALSE
1/72;Stavanger & Sør Amerika & mann & rørlegger ---> FALSE
1/72;Trondheim & Europa & mann & advokat ---> FALSE
1/72;fotograf & Kristiansand & Asia & mann & mellom 50 og 60 ---> FALSE
1/72;fotograf & Oslo & Sør Amerika & mann ---> FALSE
1/72;fotograf & Trondheim & Australia & mann & mellom 50 og 60 ---> FALSE
1/72;fotograf & Ålesund & mann ---> FALSE
1/72;frisør & Bodø & Australia & mann & mellom 40 og 50 ---> FALSE
1/72;frisør & Tromsø & mann ---> FALSE
1/72;mellom 20 og 30 & Stavanger & Sør Amerika & mann & modell ---> FALSE
1/72;mellom 20 og 30 & frisør & kvinne ---> FALSE
1/72;mellom 20 og 30 & sykepleier & Stavanger & mann ---> FALSE
1/72;sykepleier & Bodø & Australia & mann ---> FALSE
1/72;sykepleier & Oslo & mann ---> FALSE
1/72;sykepleier & Tromsø & Asia & mann ---> FALSE
1/72;sykepleier & Ålesund & Afrika & mann & mellom 50 og 60 ---> FALSE
1/72;yngre enn 20 & Asia & kvinne ---> FALSE
1/72;yngre enn 20 & frisør & Ålesund & Nord Amerika & mann ---> FALSE
1/72;Ålesund & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/72;frisør ---> Stavanger
1/72;mellom 50 og 60 ---> advokat
1/72;mellom 50 og 60 ---> mann
1/72;Bodø & Europa & mann ---> FALSE
1/72;yngre enn 20 & Oslo & Nord Amerika & kvinne & advokat ---> FALSE
1/72;yngre enn 20 & forfatter & Australia & mann ---> FALSE
1/72;kvinne & mellom 50 og 60 ---> Bodø
1/72;Kristiansand & Asia & kvinne & advokat ---> FALSE
1/72;Oslo & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/72;forfatter & mellom 40 og 50 ---> FALSE
1/72;fotograf & Bodø & Australia & mann ---> FALSE
1/72;fotograf & Ålesund & Sør Amerika & kvinne ---> FALSE
1/72;mellom 20 og 30 & fotograf & Oslo & kvinne ---> FALSE
1/72;yngre enn 20 & fotograf & Bodø & Nord Amerika & mann ---> FALSE
1/72;Australia ---> kvinne
1/72;fotograf & Bodø & Afrika & kvinne & mellom 50 og 60 ---> FALSE
1/72;fotograf & Kristiansand & Sør Amerika & kvinne & mellom 40 og 50 ---> FALSE
1/72;Bodø & Asia & mann ---> fotograf
1/72;Bodø & Asia & mann ---> mellom 50 og 60
1/72;Bodø & advokat ---> Afrika
1/72;Bodø & advokat ---> mann
1/72;Nord Amerika & mellom 40 og 50 ---> mann
1/72;Stavanger & kvinne & mellom 40 og 50 ---> Asia
1/72;fotograf & Sør Amerika ---> mann
1/72;kvinne & advokat ---> Bergen
1/72;kvinne & advokat ---> Europa
1/72;kvinne & mellom 50 og 60 ---> Ålesund
1/72;Ålesund & Australia ---> forfatter
1/72;Ålesund & Australia ---> kvinne
1/72;Ålesund & Australia ---> yngre enn 20
1/72;Trondheim & Europa & mann ---> FALSE
1/72;Trondheim & Nord Amerika & mann & eldre enn 60 ---> FALSE
1/72;fotograf & Tromsø & kvinne & mellom 40 og 50 ---> FALSE
1/72;fotograf & eldre enn 60 ---> FALSE
1/72;frisør & Bergen & Nord Amerika & mann & mellom 50 og 60 ---> FALSE
1/72;frisør & Trondheim & Asia & mann ---> FALSE
1/72;yngre enn 20 & Kristiansand & Nord Amerika & mann ---> FALSE
1/72;fotograf & kvinne ---> yngre enn 20
1/72;mellom 20 og 30 & Sør Amerika & kvinne ---> modell
1/72;mellom 20 og 30 & Sør Amerika & kvinne ---> Ålesund
1/72;yngre enn 20 & Bergen ---> kvinne
1/72;Afrika & kvinne & advokat ---> FALSE
1/72;Asia & mellom 50 og 60 ---> FALSE
1/72;Bergen & eldre enn 60 & advokat ---> FALSE
1/72;Kristiansand & Australia & kvinne & advokat ---> FALSE
1/72;Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/72;forfatter & Oslo & Australia & mann & eldre enn 60 ---> FALSE
1/72;forfatter & Sør Amerika & kvinne ---> FALSE
1/72;fotograf & Bergen & Australia & mann ---> FALSE
1/72;fotograf & Kristiansand & Europa & mann & eldre enn 60 ---> FALSE
1/72;fotograf & Oslo & Asia & mann & mellom 40 og 50 ---> FALSE
1/72;yngre enn 20 & fotograf & Bodø & Asia & mann ---> FALSE
1/72;yngre enn 20 & fotograf & Trondheim & Asia & mann ---> FALSE
1/72;Bodø & eldre enn 60 ---> kvinne
1/72;Nord Amerika & kvinne & eldre enn 60 ---> forfatter
1/72;Oslo & mann & eldre enn 60 ---> Nord Amerika
1/72;Oslo & mann & eldre enn 60 ---> elektriker
1/72;Trondheim & kvinne & advokat ---> Asia
1/72;Trondheim & kvinne & advokat ---> yngre enn 20
1/72;mellom 20 og 30 & Bodø & Sør Amerika & kvinne ---> sykepleier
1/72;Ålesund & mann ---> Europa
1/72;Ålesund & mann ---> fotograf
1/72;Ålesund & mann ---> mellom 30 og 40
1/72;Ålesund & mellom 30 og 40 & kvinne ---> Asia
1/72;Ålesund & mellom 30 og 40 & kvinne ---> sykepleier
1/72;Bodø & kvinne & mellom 50 og 60 ---> FALSE
1/72;Oslo & Asia & mann ---> FALSE
1/72;Stavanger & kvinne & eldre enn 60 ---> FALSE
1/72;Stavanger & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/72;Trondheim & Sør Amerika & mann & eldre enn 60 ---> FALSE
1/72;forfatter & Asia & mann ---> FALSE
1/72;fotograf & Bergen & kvinne & mellom 50 og 60 ---> FALSE
1/72;fotograf & Kristiansand & Europa ---> FALSE
1/72;mellom 20 og 30 & Oslo & Afrika & kvinne & advokat ---> FALSE
1/72;mellom 20 og 30 & Tromsø & Asia & mann ---> FALSE
1/72;mellom 30 og 40 & Nord Amerika & kvinne ---> FALSE
1/72;Ålesund & Nord Amerika & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/72;Afrika & kvinne & advokat ---> Kristiansand
1/72;Afrika & kvinne & advokat ---> yngre enn 20
1/72;Bergen & Europa & mann ---> fotograf
1/72;Bergen & Europa & mann ---> mellom 40 og 50
1/72;Tromsø & kvinne & advokat ---> Asia
1/72;Tromsø & kvinne & advokat ---> yngre enn 20
1/72;fotograf & Kristiansand & kvinne ---> Afrika
1/72;fotograf & Kristiansand & kvinne ---> yngre enn 20
1/72;fotograf & Sør Amerika & kvinne ---> yngre enn 20
1/72;fotograf & Ålesund & kvinne ---> Europa
1/72;fotograf & Ålesund & kvinne ---> yngre enn 20
1/72;mellom 20 og 30 & Australia ---> Oslo
1/72;mellom 20 og 30 & Australia ---> fotograf
1/72;mellom 20 og 30 & Australia ---> kvinne
1/72;mellom 30 og 40 & Afrika ---> kvinne
1/72;mellom 30 og 40 & Nord Amerika & kvinne ---> frisør
1/72;Afrika & eldre enn 60 ---> FALSE
1/72;Nord Amerika & kvinne & advokat ---> FALSE
1/72;Trondheim & mellom 30 og 40 & Asia & mann ---> FALSE
1/72;fotograf & Stavanger & kvinne & mellom 40 og 50 ---> FALSE
1/72;mellom 20 og 30 & Stavanger & Sør Amerika & kvinne ---> FALSE
1/72;mellom 20 og 30 & forfatter & Bodø & mann ---> FALSE
1/72;yngre enn 20 & Bodø & Asia & mann ---> FALSE
1/72;yngre enn 20 & Bodø & Sør Amerika & mann ---> FALSE
1/72;yngre enn 20 & Oslo & Sør Amerika & mann ---> FALSE
1/72;yngre enn 20 & forfatter & Tromsø & Sør Amerika & mann ---> FALSE
1/72;Afrika & kvinne & mellom 40 og 50 ---> modell
1/72;Bergen & Australia & mann ---> mellom 50 og 60
1/72;Bergen & Australia & mann ---> rørlegger
1/72;Kristiansand & mann ---> mellom 40 og 50
1/72;forfatter & Sør Amerika & kvinne ---> yngre enn 20
1/72;forfatter & Ålesund & Afrika & kvinne ---> mellom 20 og 30
1/72;fotograf & Afrika & kvinne ---> yngre enn 20
1/72;fotograf & kvinne & mellom 50 og 60 ---> Asia
1/72;fotograf & kvinne & mellom 50 og 60 ---> Trondheim
1/72;mellom 20 og 30 & Europa & kvinne ---> Bodø
1/72;mellom 20 og 30 & Stavanger & kvinne ---> forfatter
1/72;mellom 30 og 40 & Nord Amerika & kvinne ---> Bergen
1/72;mellom 30 og 40 & Nord Amerika & kvinne ---> forfatter
1/72;yngre enn 20 & Trondheim & Europa & mann ---> rørlegger
1/72;yngre enn 20 & fotograf ---> kvinne
1/72;Bergen & Afrika & mann ---> FALSE
1/72;Bergen & Europa & mann & eldre enn 60 ---> FALSE
1/72;Bergen & Sør Amerika & mann ---> FALSE
1/72;Bergen & mellom 30 og 40 & Asia & mann ---> FALSE
1/72;Bodø & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/72;Europa & kvinne & advokat ---> FALSE
1/72;Oslo & Australia & mann ---> FALSE
1/72;Oslo & Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/72;forfatter & Kristiansand & Australia & kvinne & mellom 50 og 60 ---> FALSE
1/72;forfatter & Ålesund & kvinne & mellom 50 og 60 ---> FALSE
1/72;fotograf & Stavanger & Australia & kvinne ---> FALSE
1/72;fotograf & Trondheim & kvinne & eldre enn 60 ---> FALSE
1/72;fotograf & mellom 30 og 40 & Sør Amerika & kvinne ---> FALSE
1/72;Oslo & Sør Amerika & mann ---> eldre enn 60
1/72;forfatter & Australia ---> kvinne
1/72;fotograf & Stavanger & kvinne ---> Europa
1/72;fotograf & Stavanger & kvinne ---> yngre enn 20
1/72;frisør & Afrika & mann ---> mellom 50 og 60
1/72;yngre enn 20 & Tromsø ---> Sør Amerika
1/72;yngre enn 20 & Tromsø ---> frisør
1/72;yngre enn 20 & Tromsø ---> kvinne
1/72;yngre enn 20 & forfatter & mann ---> Sør Amerika
1/72;Tromsø & Sør Amerika & mellom 50 og 60 ---> FALSE
1/72;forfatter & Kristiansand & mann & eldre enn 60 ---> FALSE
1/72;fotograf & Bergen & Asia & mann ---> FALSE
1/72;fotograf & Nord Amerika & kvinne ---> FALSE
1/72;frisør & Oslo & Asia & mann & mellom 40 og 50 ---> FALSE
1/72;mellom 30 og 40 & Bodø & Australia & mann ---> FALSE
1/72;yngre enn 20 & fotograf & Kristiansand & kvinne ---> FALSE
1/72;yngre enn 20 & Ålesund & Europa & mann ---> FALSE
1/72;Ålesund & mellom 30 og 40 ---> FALSE
1/72;Bergen ---> Europa
1/72;Bergen ---> fotograf
1/72;Bergen ---> mann
1/72;Bergen ---> mellom 50 og 60
1/72;Tromsø & eldre enn 60 ---> kvinne
1/72;Tromsø & kvinne & mellom 40 og 50 ---> Asia
1/72;Oslo & mellom 50 og 60 ---> FALSE
1/72;Stavanger & Nord Amerika & kvinne & eldre enn 60 & advokat ---> FALSE
1/72;frisør & Tromsø & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/72;mellom 20 og 30 & Asia & kvinne & rørlegger ---> FALSE
1/72;mellom 20 og 30 & fotograf & Nord Amerika & kvinne ---> FALSE
1/72;mellom 30 og 40 & Europa & kvinne & elektriker ---> FALSE
1/72;sykepleier & Sør Amerika & mann ---> FALSE
1/72;yngre enn 20 & Asia ---> FALSE
1/72;yngre enn 20 & Tromsø & Sør Amerika & kvinne & advokat ---> FALSE
1/72;yngre enn 20 & Trondheim & mann & modell ---> FALSE
1/72;Ålesund & Afrika & kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/72;Europa & mellom 50 og 60 ---> Kristiansand
1/72;Europa & mellom 50 og 60 ---> sykepleier
1/72;Oslo ---> Asia
1/72;Oslo ---> forfatter
1/72;Oslo ---> kvinne
1/72;Oslo ---> yngre enn 20
1/72;advokat ---> mellom 40 og 50
1/72;Asia & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/72;Kristiansand & Afrika & kvinne & eldre enn 60 & elektriker ---> FALSE
1/72;mann & mellom 50 og 60 ---> FALSE
1/72;mellom 20 og 30 & Asia & kvinne ---> FALSE
1/72;mellom 30 og 40 & Bodø & Asia & kvinne ---> FALSE
1/72;mellom 30 og 40 & Tromsø & kvinne ---> FALSE
1/72;yngre enn 20 & Tromsø & Afrika & kvinne & rørlegger ---> FALSE
1/72;Ålesund & Sør Amerika & mann & mellom 40 og 50 & modell ---> FALSE
1/72;Bodø & mann ---> rørlegger
1/72;frisør & mann ---> Sør Amerika
1/72;frisør & mann ---> Ålesund
1/72;Bergen & kvinne & mellom 50 og 60 ---> FALSE
1/72;Kristiansand & Nord Amerika & kvinne & eldre enn 60 & elektriker ---> FALSE
1/72;Oslo & Asia & kvinne & eldre enn 60 & advokat ---> FALSE
1/72;Stavanger & Europa & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/72;Trondheim & Sør Amerika & kvinne & mellom 40 og 50 & advokat ---> FALSE
1/72;forfatter & Afrika & mann ---> FALSE
1/72;fotograf & Bergen & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/72;mellom 20 og 30 & Bodø & Sør Amerika & kvinne & elektriker ---> FALSE
1/72;yngre enn 20 & Kristiansand & Australia & kvinne & advokat ---> FALSE
1/72;yngre enn 20 & Tromsø & Australia & kvinne & elektriker ---> FALSE
1/72;Ålesund & mann & mellom 50 og 60 & modell ---> FALSE
1/72;Asia & mann ---> mellom 20 og 30
1/72;Bergen & Australia ---> kvinne
1/72;Bergen & Australia ---> sykepleier
1/72;Bergen & Australia ---> yngre enn 20
1/72;frisør & mellom 30 og 40 & mann ---> Afrika
1/72;mellom 20 og 30 & Oslo & kvinne ---> Afrika
1/72;mellom 20 og 30 & Oslo & kvinne ---> forfatter
1/72;mellom 30 og 40 & Afrika ---> frisør
1/72;modell ---> kvinne
1/72;Ålesund & mellom 30 og 40 & kvinne ---> Europa
1/72;Nord Amerika & kvinne & rørlegger ---> FALSE
1/72;Tromsø & kvinne & mellom 40 og 50 & elektriker ---> FALSE
1/72;Trondheim & kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/72;fotograf & Oslo & Nord Amerika & kvinne ---> FALSE
1/72;fotograf & mellom 30 og 40 & Bodø & Australia & kvinne ---> FALSE
1/72;mellom 20 og 30 & Sør Amerika ---> FALSE
1/72;mellom 30 og 40 & Tromsø & Asia & kvinne & rørlegger ---> FALSE
1/72;yngre enn 20 & Kristiansand & Europa & kvinne & rørlegger ---> FALSE
1/72;yngre enn 20 & fotograf & Tromsø & Europa & kvinne ---> FALSE
1/72;Ålesund & kvinne & elektriker ---> FALSE
1/72;Kristiansand & mellom 30 og 40 ---> Australia
1/72;Kristiansand & mellom 30 og 40 ---> kvinne
1/72;Kristiansand & mellom 30 og 40 ---> modell
1/72;Afrika & kvinne & eldre enn 60 & advokat ---> FALSE
1/72;Bergen & Asia & mann ---> FALSE
1/72;Bergen & Australia & kvinne & elektriker ---> FALSE
1/72;Kristiansand & kvinne & mellom 40 og 50 & rørlegger ---> FALSE
1/72;Nord Amerika & mann & modell ---> FALSE
1/72;Stavanger & Europa & kvinne & rørlegger ---> FALSE
1/72;Tromsø & Europa & kvinne & elektriker ---> FALSE
1/72;Trondheim & Nord Amerika & kvinne & rørlegger ---> FALSE
1/72;Trondheim & mellom 30 og 40 & Australia & mann & modell ---> FALSE
1/72;fotograf & Bodø & Europa & kvinne & mellom 40 og 50 ---> FALSE
1/72;fotograf & Ålesund & Australia & kvinne & eldre enn 60 ---> FALSE
1/72;mellom 20 og 30 & fotograf & Trondheim & kvinne ---> FALSE
1/72;yngre enn 20 & Kristiansand & Asia & mann ---> FALSE
1/72;Ålesund & kvinne & mellom 40 og 50 ---> FALSE
1/72;Ålesund & mellom 30 og 40 & kvinne ---> FALSE
1/72;Australia & eldre enn 60 ---> Trondheim
1/72;Australia & eldre enn 60 ---> rørlegger
1/72;Australia & mellom 50 og 60 ---> kvinne
1/72;Tromsø & Australia ---> mann
1/72;Tromsø & Australia ---> mellom 20 og 30
1/72;Tromsø & Australia ---> rørlegger
1/72;mellom 30 og 40 & Europa ---> rørlegger
1/72;mellom 30 og 40 & Europa ---> Ålesund
1/72;mellom 30 og 40 & Tromsø ---> Afrika
1/72;mellom 30 og 40 & Tromsø ---> kvinne
1/72;mellom 30 og 40 & Tromsø ---> sykepleier
1/72;Kristiansand & mann & mellom 40 og 50 & modell ---> FALSE
1/72;Stavanger & Nord Amerika & kvinne & mellom 50 og 60 ---> FALSE
1/72;Tromsø & Afrika & kvinne & mellom 40 og 50 & advokat ---> FALSE
1/72;Tromsø & Sør Amerika & kvinne & advokat ---> FALSE
1/72;Trondheim & Sør Amerika ---> FALSE
1/72;Trondheim & kvinne & elektriker ---> FALSE
1/72;fotograf & Trondheim & Europa & kvinne & mellom 50 og 60 ---> FALSE
1/72;fotograf & mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/72;mellom 20 og 30 & Stavanger & Australia & kvinne ---> FALSE
1/72;mellom 20 og 30 & fotograf & Kristiansand & kvinne ---> FALSE
1/72;yngre enn 20 & Oslo & Europa & mann ---> FALSE
1/72;Ålesund & mellom 30 og 40 & Sør Amerika & kvinne & elektriker ---> FALSE
1/72;Australia & mellom 50 og 60 ---> Bodø
1/72;Australia & mellom 50 og 60 ---> advokat
1/72;Australia & mellom 50 og 60 ---> mann
1/72;Oslo & eldre enn 60 ---> Asia
1/72;Oslo & eldre enn 60 ---> mann
1/72;Oslo & eldre enn 60 ---> rørlegger
1/72;Trondheim & Europa & mann ---> fotograf
1/72;Trondheim & Europa & mann ---> mellom 30 og 40
1/72;Trondheim & mellom 40 og 50 ---> Australia
1/72;Trondheim & mellom 40 og 50 ---> frisør
1/72;Trondheim & mellom 40 og 50 ---> kvinne
1/72;frisør & Asia & mann ---> Tromsø
1/72;frisør & Asia & mann ---> yngre enn 20
1/72;mellom 30 og 40 & Asia & kvinne ---> Tromsø
1/72;mellom 30 og 40 & Sør Amerika & kvinne ---> Oslo
1/72;mellom 30 og 40 & Sør Amerika & kvinne ---> frisør
1/72;Afrika & kvinne & mellom 40 og 50 ---> FALSE
1/72;Australia & kvinne & rørlegger ---> FALSE
1/72;Europa & kvinne & eldre enn 60 & elektriker ---> FALSE
1/72;Kristiansand & Asia & mann & mellom 40 og 50 & modell ---> FALSE
1/72;Oslo & Afrika & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/72;Stavanger & kvinne & elektriker ---> FALSE
1/72;Tromsø & kvinne & mellom 50 og 60 & elektriker ---> FALSE
1/72;fotograf & Stavanger & Europa & kvinne & mellom 40 og 50 ---> FALSE
1/72;fotograf & mellom 30 og 40 & Europa & kvinne ---> FALSE
1/72;mellom 20 og 30 & Bodø & kvinne ---> FALSE
1/72;mellom 20 og 30 & Ålesund & kvinne & elektriker ---> FALSE
1/72;yngre enn 20 & Bergen & Europa & mann ---> FALSE
1/72;Ålesund & Sør Amerika & kvinne & rørlegger ---> FALSE
1/72;Afrika & kvinne & mellom 40 og 50 ---> Tromsø
1/72;Afrika & kvinne & mellom 40 og 50 ---> sykepleier
1/72;Bodø & kvinne & mellom 50 og 60 ---> Sør Amerika
1/72;Bodø & kvinne & mellom 50 og 60 ---> modell
1/72;Bodø & mellom 40 og 50 ---> mann
1/72;Kristiansand & Sør Amerika ---> eldre enn 60
1/72;Kristiansand & Sør Amerika ---> kvinne
1/72;Kristiansand & Sør Amerika ---> modell
1/72;Kristiansand & kvinne & mellom 50 og 60 ---> Asia
1/72;Kristiansand & kvinne & mellom 50 og 60 ---> sykepleier
1/72;Oslo & mann & eldre enn 60 ---> rørlegger
1/72;Trondheim & Afrika ---> kvinne
1/72;Trondheim & Afrika ---> mellom 50 og 60
1/72;Trondheim & kvinne & mellom 50 og 60 ---> Afrika
1/72;yngre enn 20 & Trondheim & Asia & mann ---> fotograf
1/72;Asia & mann & rørlegger ---> FALSE
1/72;Bergen & mellom 30 og 40 ---> FALSE
1/72;Kristiansand & kvinne & eldre enn 60 & elektriker ---> FALSE
1/72;Nord Amerika & mann & eldre enn 60 & modell ---> FALSE
1/72;Oslo & Australia & kvinne & mellom 50 og 60 ---> FALSE
1/72;frisør & Stavanger & Europa & kvinne & mellom 40 og 50 ---> FALSE
1/72;mellom 20 og 30 & frisør & Oslo & Asia & mann ---> FALSE
1/72;mellom 30 og 40 & Afrika & kvinne ---> FALSE
1/72;mellom 30 og 40 & Europa & kvinne & rørlegger ---> FALSE
1/72;Bergen & mellom 30 og 40 ---> mann
1/72;Bodø & Australia & mann ---> fotograf
1/72;Bodø & Australia & mann ---> mellom 50 og 60
1/72;Bodø & Sør Amerika & kvinne & mellom 40 og 50 ---> frisør
1/72;Kristiansand & mellom 30 og 40 & kvinne ---> Australia
1/72;Kristiansand & mellom 30 og 40 & kvinne ---> forfatter
1/72;Kristiansand & mellom 40 og 50 ---> Nord Amerika
1/72;Kristiansand & mellom 40 og 50 ---> kvinne
1/72;Kristiansand & mellom 40 og 50 ---> sykepleier
1/72;Oslo & Australia ---> kvinne
1/72;Oslo & Europa & mann ---> advokat
1/72;Oslo & Europa & mann ---> eldre enn 60
1/72;Oslo & mellom 30 og 40 & kvinne ---> Australia
1/72;Oslo & mellom 30 og 40 & kvinne ---> frisør
1/72;Stavanger & Europa & mann ---> elektriker
1/72;Trondheim & mellom 40 og 50 ---> mann
1/72;fotograf & Nord Amerika ---> mellom 20 og 30
1/72;mellom 20 og 30 & Bodø ---> kvinne
1/72;yngre enn 20 & Nord Amerika ---> Stavanger
1/72;yngre enn 20 & Nord Amerika ---> kvinne
1/72;yngre enn 20 & Nord Amerika ---> modell
1/72;yngre enn 20 & Ålesund & Asia & mann ---> rørlegger
1/72;Asia & mann & eldre enn 60 ---> FALSE
1/72;Australia & kvinne & mellom 50 og 60 & advokat ---> FALSE
1/72;Bergen & Europa ---> FALSE
1/72;Bodø & Afrika & kvinne & elektriker ---> FALSE
1/72;Bodø & Afrika & kvinne & mellom 50 og 60 ---> FALSE
1/72;Kristiansand & Nord Amerika & kvinne & eldre enn 60 & rørlegger ---> FALSE
1/72;Nord Amerika & kvinne & elektriker ---> FALSE
1/72;Stavanger & kvinne & rørlegger ---> FALSE
1/72;Stavanger & mann & modell ---> FALSE
1/72;Sør Amerika & kvinne & mellom 40 og 50 & elektriker ---> FALSE
1/72;Tromsø & Australia & kvinne & rørlegger ---> FALSE
1/72;Trondheim & kvinne & mellom 50 og 60 & rørlegger ---> FALSE
1/72;fotograf & Kristiansand & Europa & mann ---> FALSE
1/72;frisør & Oslo & Nord Amerika & mann ---> FALSE
1/72;mellom 20 og 30 & kvinne & rørlegger ---> FALSE
1/72;mellom 30 og 40 & Bodø & Asia & mann & modell ---> FALSE
1/72;yngre enn 20 & Oslo & Afrika ---> FALSE
1/72;Ålesund & kvinne & mellom 40 og 50 & advokat ---> FALSE
1/72;Afrika & kvinne ---> modell
1/72;Oslo & kvinne ---> eldre enn 60
1/72;Trondheim & kvinne ---> Asia
1/72;Trondheim & kvinne ---> forfatter
1/72;Trondheim & kvinne ---> yngre enn 20
1/72;kvinne & mellom 50 og 60 ---> Stavanger
1/72;mann & modell ---> Europa
1/72;mann & modell ---> mellom 20 og 30
1/72;sykepleier & Tromsø ---> Europa
1/72;sykepleier & Tromsø ---> yngre enn 20
1/72;fotograf & mellom 30 og 40 & Bodø & kvinne ---> FALSE
1/72;Ålesund & Europa & kvinne & modell ---> FALSE
1/72;Afrika ---> kvinne
1/72;Afrika ---> modell
1/72;Bergen ---> kvinne
1/72;Bergen ---> modell
1/72;Oslo & kvinne ---> Sør Amerika
